201018,28512,BMLFUW-UW.1.3.2/0030-V/4/2011,2010-01-01,,,,,ISK,2012,2015,-,,-,-,AT,,,10-Aircraft operator activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8369,16376,16376,16376,16376,A,7802,16656,,0,0,A,7802,13471,30127,30127,30127,A,7802,15330,,30127,Not Calculated,C*,0,,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Lias Fehring,IZI201,2004-01-02,,,,1032810373,2005,0,Fabrikstraße 11,,8350,Fehring,AT,,,32-Manufacture of ceramics,10293,8856,8856,8856,8856,A,10293,4675,4675,13531,13531,A,10293,4686,4686,18217,18217,A,9860,5643,5643,5643,5643,A,9860,3353,3353,8996,8996,A,9860,3453,3453,12449,12449,A,9860,3772,3772,16221,16221,A,9860,2361,2361,18582,18582,A,10002,2148,2038,2038,2038,A*,9827,4231,4231,6269,6269,A,9652,3116,3226,9495,9495,A,9474,3255,3255,12750,12750,A,9295,2815,2815,15565,15565,A,9113,2079,2079,17644,17644,A,7510,2913,2913,20557,20557,A,7355,5702,5702,26259,26259,A,6084,2564,2564,2564,2564,A,6322,,,,,,6322,,,,,,6322,,,,,,6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wien Energie - FW Leopoldau,EFE045,2004-12-29,,,,20000.00038,2005,0,Petritschgasse 1,,1210,Wien,AT,,,20-Combustion of fuels,8110,1223,1223,1223,1223,A,8110,1122,1122,2345,2345,A,8110,2306,2306,4651,4651,A,3435,10359,10359,10359,10359,A,3435,2593,2593,12952,12952,A,3435,3766,3766,16718,16718,A,3435,385,385,17103,17103,A,3435,5474,5474,22577,22577,A,2299,46068,46068,46068,46068,A,2058,39383,39383,85451,85451,A,1822,30146,30146,115597,115597,A,1595,24269,24269,139866,139866,A,1374,39888,39888,179754,179754,A,1160,25652,25652,205406,205406,A,953,19078,19078,224484,224484,A,754,11277,11277,235761,235761,A,3566,8700,8700,8700,8700,A,2333,,,,,,2333,,,,,,2333,,,,,,2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Linz Strom FHKW Mitte,EEW021,2004-01-01,,,,20000.00532,2005,0,Nebingerstraße 1,,4020,Linz,AT,,,20-Combustion of fuels,259262,267308,267308,267308,267308,A,259262,225750,225750,493058,493058,A,259262,200554,200554,693612,693612,A,272540,237908,237908,237908,237908,A,272540,198981,198981,436889,436889,A,272540,190586,190586,627475,627475,A,272540,153809,153809,781284,781284,A,272540,101870,101870,883154,883154,A,121686,146969,146969,146969,146969,A,108897,77873,77873,224842,224842,A,96472,111369,111369,336211,336211,A,84439,183596,183596,519807,519807,A,72784,247104,247104,766911,766911,A,61507,220941,220941,987852,987852,A,50595,234327,234327,1222179,1222179,A,40074,209543,209543,1431722,1431722,A,22139,238934,238934,238934,238934,A,21570,,,,,,21001,,,,,,20432,,,,,,19863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,FHKW Arsenal Fernwärme Wien,EFE046,2004-12-30,2015-11-02,,,20000.00040,2005,2014,"Arsenal, Objekt 222",,1030,Wien,AT,,,20-Combustion of fuels,9117,5586,5586,5586,5586,A,9117,11520,11520,17106,17106,A,9117,8969,8969,26075,26075,A,4997,11275,11275,11275,11275,A,4997,27700,27700,38975,38975,A,4997,2684,2684,41659,41659,A,4997,396,396,42055,42055,A,4997,4522,4522,46577,46577,A,3658,16666,16666,16666,16666,A,6546,20746,20746,37412,37412,A,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Linz Strom FHKW Süd,EEW023,2004-01-01,,,,20000.00533,2005,0,Lunzerstraße 90,,4030,Linz,AT,,,20-Combustion of fuels,263211,316110,316110,316110,316110,A,263211,304625,304625,620735,620735,A,263211,246040,246040,866775,866775,A,306698,320284,320284,320284,320284,A,306698,214884,214884,535168,535168,A,306698,187471,187471,722639,722639,A,306698,153335,153335,875974,875974,A,306698,141207,141207,1017181,1017181,A,71294,128258,128258,128258,128258,A,63801,111486,111486,239744,239744,A,56521,120859,120859,360603,360603,A,49471,141085,141085,501688,501688,A,42643,123061,123061,624749,624749,A,36036,118548,118548,743297,743297,A,29643,139736,139736,883033,883033,A,23479,137450,137450,1020483,1020483,A,14070,174620,174620,174620,174620,A,16028,,,,,,15606,,,,,,15183,,,,,,14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,FHKW Dornach Linz AG Linz,EFE036,2004-01-02,2020-12-30,,,,2005,2020,Schumpeterstraße 24,,4040,Linz-Urfahr,AT,,,20-Combustion of fuels,423,138,138,138,138,A,423,0,,138,138,A,423,31,31,169,169,A,142,12,12,12,12,A,142,52,52,64,64,A,142,23,23,87,87,A,142,16,16,103,103,A,142,9,9,112,112,A,0,8,8,8,8,A,0,221,221,229,229,A,0,7,7,236,236,A,0,5,5,241,241,A,0,7,7,248,248,A,0,0,,248,248,A,0,0,,248,248,A,0,0,,248,248,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Wien Energie - FHKW Spittelau,EFE042,2004-12-27,,,,20000.00044,2005,0,Spittelauer Lände 45,,1090,Wien,AT,,,20-Combustion of fuels,34349,12639,12639,12639,12639,A,34349,32338,32338,44977,44977,A,34349,36286,36286,81263,81263,A,14597,19327,19327,19327,19327,A,14597,26593,26593,45920,45920,A,14597,32651,32651,78571,78571,A,14597,24711,24711,103282,103282,A,14597,67700,67700,170982,170982,A,20746,80408,80408,80408,80408,A,18566,39484,39484,119892,119892,A,16445,21745,21745,141637,141637,A,14388,3438,3438,145075,145075,A,3099,4045,4045,149120,149120,A,2617,5138,5138,154258,154258,A,2150,1221,1221,155479,155479,A,0,2140,2140,157619,157619,A,346,46938,46938,46938,46938,A,4448,,,,,,4448,,,,,,4448,,,,,,4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,OMV Raffinerie Schwechat,EMV061,2004-01-02,,,,1033210279,2005,0,Mannswörther Straße 28,,2320,Schwechat,AT,,,21-Refining of mineral oil,2720740,2826917,2826917,2826917,2826917,A,2720740,2829983,2829983,5656900,5656900,A,2720740,2867629,2867629,8524529,8524529,A,2491436,2565047,2565047,2565047,2565047,A,2491436,2567934,2567934,5132981,5132981,A,2491436,2490464,2490464,7623445,7623445,A,2491436,2530318,2533972,10157417,10153763,A,2491436,2592526,2588872,12746289,12746289,A,1803162,2826640,2826640,2826640,2826640,A,1759171,2713186,2713186,5539826,5539826,A,1715882,2804050,2804050,8343876,8343876,A,1675141,2784461,2784461,11128337,11128337,A,1635202,2738604,2738604,13866941,13866941,A,1595273,2824369,2824369,16691310,16691310,A,1555261,2791040,2791040,19482350,19482350,A,1515471,2731772,2731772,22214122,22214122,A,1694477,2749644,2749644,2749644,2749644,A,1694144,,,,,,1694144,,,,,,1694144,,,,,,1694144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,OMV AUT Gasstation Aderklaa II,EMV059,2004-01-02,,,,,2005,0,Marchfeldstrasse 20,,2232,Aderklaa,AT,,,20-Combustion of fuels,14881,14437,14437,14437,14437,A,14881,16376,16376,30813,30813,A,14881,18458,18458,49271,49271,A,14214,16785,16785,16785,16785,A,14214,19353,19353,36138,36138,A,14214,16192,16192,52330,52330,A,14214,13843,13843,66173,66173,A,14214,12675,12675,78848,78848,A,14551,15883,15883,15883,15883,A,14298,15249,15249,31132,31132,A,14045,21180,21180,52312,52312,A,13792,21511,21511,73823,73823,A,13539,15839,15839,89662,89662,A,13285,7126,7126,96788,96788,A,8202,14940,14940,111728,111728,A,8043,9287,9287,121015,121015,A,2283,7340,7340,7340,7340,A,1959,,,,,,1959,,,,,,1959,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,OMV AUT Gasstation Aderklaa I,EMV060,2004-01-02,,,,,2005,0,Marchfeldstrasse 20,,2232,Ardeklaa,AT,,,20-Combustion of fuels,31704,28562,28562,28562,28562,A,31704,33443,33443,62005,62005,A,31704,33471,33471,95476,95476,A,28547,30659,30659,30659,30659,A,28547,35050,35050,65709,65709,A,28547,30638,30638,96347,96347,A,28547,27756,27756,124103,124103,A,28547,30043,30043,154146,154146,A,35925,35433,35433,35433,35433,A,35300,34107,34107,69540,69540,A,34675,34577,34577,104117,104117,A,34050,36104,36104,140221,140221,A,33425,36115,36115,176336,176336,A,32800,38114,38114,214450,214450,A,32174,40932,40932,255382,255382,A,31549,42528,42528,297910,297910,A,6221,30710,30710,30710,30710,A,5799,,,,,,5799,,,,,,5799,,,,,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Austrocel Hallein GmbH,IPA089,2004-01-01,,,,20000.00611,2005,0,Salzachtalstraße 88,,5400,Hallein,AT,,,35-Production of pulp,118275,116736,116736,116736,116736,A,118275,86557,86557,203293,203293,A,118275,75948,75948,279241,279241,A,107796,69760,69760,69760,69760,A,107796,31405,31405,101165,101165,A,107796,7692,7692,108857,108857,A,107796,5238,5238,114095,114095,A,107796,6041,6041,120136,120136,A,14793,1637,1637,1637,1637,A,13425,1227,1227,2864,2864,A,12094,1274,1274,4138,4138,A,10800,1057,1057,5195,5195,A,9546,1058,1058,6253,6253,A,8330,1082,1082,7335,7335,A,7152,2059,2059,9394,9394,A,6017,1974,1974,11368,11368,A,85209,3597,3597,3597,3597,A,64513,,,,,,64513,,,,,,64513,,,,,,64513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Smurfit Kappa Nettingsdorf,IPA090,2004-01-01,,,,20000.00023,2005,0,Nettingsdorfer Straße 40,,4053,Haid beiAnsfelden,AT,,,36-Production of paper or cardboard,111062,89797,89797,89797,89797,A,111062,83728,83728,173525,173525,A,111062,87308,87308,260833,260833,A,92042,74893,74893,74893,74893,A,92042,69853,69853,144746,144746,A*,92042,75790,75790,220536,220536,A,92042,69018,69018,289554,289554,A,92042,63190,63190,352744,352744,A,114925,67686,67686,67686,67686,A,112930,67692,67692,135378,135378,A,110911,66093,66093,201471,201471,A,108870,63130,63130,264601,263920,A*,106808,57843,57843,322444,322444,A,104724,58292,58292,380736,380736,A,102616,56979,56979,437715,437715,A,100499,45718,45718,483433,483433,A,72476,43834,43834,43834,43834,A,72476,,,,,,72476,,,,,,72476,,,,,,72476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Herbert Pexider GmbH Teufenbach,IZI137,2004-01-01,2015-05-11,,,20000.00481,2005,2014,Bundestraße 6,,8833,Teufenbach,AT,,,32-Manufacture of ceramics,12121,10835,10835,10835,10835,A,12121,11527,11527,22362,22362,A,12121,13507,13507,35869,35869,A*,11693,12299,12299,12299,12299,A,11693,8583,8583,20882,20882,A,11693,9493,9493,30375,30375,A,11693,8552,8552,38927,38927,A,11693,7441,7441,46368,46368,A,9195,6821,,0,Not Calculated,C*,0,0,6821,6821,6821,A,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Constantia Teich GmbH - Weinburg,IMS199,2004-01-01,,,,20000.00222,2005,0,Mühlhofen 4,,3205,Weinburg,AT,,,20-Combustion of fuels,8495,9754,,0,9754,B,8495,9656,19410,19410,19410,A,8495,11649,11649,31059,31059,A,10868,10342,10342,10342,10342,A,10868,10356,10356,20698,20698,A,10868,10760,10760,31458,31458,A,10868,11386,11386,42844,42844,A*,10868,12272,12272,55116,55116,A,14522,25276,25276,25276,25276,A,13027,24257,24257,49533,49533,A,11571,25271,25271,74804,74804,A,10160,26600,26600,101404,101404,A,8792,27305,27305,128709,128709,A,7466,25242,25242,153951,153951,A,6185,28352,28352,182303,182303,A,4951,31443,31443,213746,213746,A,7764,32037,32037,32037,32037,A,7921,,,,,,7921,,,,,,7921,,,,,,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Salzburg AG FHKW Mitte,EEW024,2004-01-01,,,,20000.00340,2005,0,Elisabethkai 52-54,,5020,Salzburg,AT,,,20-Combustion of fuels,218621,198113,198113,198113,198113,A,218621,201676,201676,399789,399789,A,218621,161374,161374,561163,561163,A,181423,183430,183430,183430,183430,A,181423,172716,172716,356146,356146,A,181423,188359,188359,544505,544505,A,181423,173642,173642,718147,718147,A,181423,138093,138093,856240,856240,A,66770,137326,137326,137326,137326,A,59752,110340,110340,247666,247666,A,52934,126649,126649,374315,374315,A,46332,170029,170029,544344,544344,A,39937,171771,171771,716115,716115,A,33749,146926,146926,863041,863041,A,27762,156799,156799,1019840,1019840,A,21989,172179,172179,1192019,1192019,A,17870,169742,169742,169742,169742,A,17411,,,,,,16951,,,,,,16493,,,,,,16033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Salzburg AG FHKW Nord,EEW025,2004-01-01,,,,20000.00345,2005,0,Wasserfeldstrasse 31,,5020,Salzburg,AT,,,20-Combustion of fuels,67510,69577,69577,69577,69577,A,67510,59344,59344,128921,128921,A,67510,52437,52437,181358,181358,A,61991,56928,56928,56928,56928,A,61991,56009,56009,112937,112937,A,61991,53194,53194,166131,166131,A,61991,41109,41109,207240,207240,A,61991,43014,43014,250254,250254,A,32492,38286,38286,38286,38286,A,28393,39473,39473,77759,77759,A,25154,39411,39411,117170,117170,A,22016,39367,39367,156537,156537,A,18977,39436,39436,195973,195973,A,16037,35697,35697,231670,231670,A,13192,37945,37945,269615,269615,A,10449,29090,29090,298705,298705,A,4951,44089,44089,44089,44089,A,5301,,,,,,5162,,,,,,5022,,,,,,4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Salzburg AG FHKW West Salzburg,EEW26-1,2004-01-02,2008-05-01,,,,2005,2007,Strubergasse 21,,5020,Salzburg,AT,,,1-Combustion installations with a rated thermal input exceeding 20 MW,5098,0,,0,0,A,5098,0,,0,0,A,5098,0,,0,0,A,,Not Reported,,0,Not Calculated,C,,Not Reported,,0,Not Calculated,C,,Not Reported,,0,Not Calculated,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Salzburg AG HW Süd Salzburg,EFE035,2004-01-02,2013-05-15,,,,2005,2012,Mühlbacherhofweg 3,,5020,Salzburg,AT,,,1-Combustion installations with a rated thermal input exceeding 20 MW,1750,502,502,502,502,A,1750,261,261,763,763,A,1750,9,9,772,772,A,411,0,,0,0,A,411,0,,0,0,A,411,0,,0,0,A,411,0,,0,0,A,411,0,,0,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
